RETURN_VERSION,RETURN_TIMESTAMP,TAX_PERIOD_BEGIN,TAX_PERIOD_END,TAX_YEAR,EIN_XML,ORGANIZATION_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,ZIP_CODE,MISSION,FORMATION_YEAR,WEBSITE,TOTAL_EMPLOYEES,TOTAL_VOLUNTEERS,CONTRIBUTIONS_GRANTS,PROGRAM_SERVICE_REVENUE,INVESTMENT_INCOME,OTHER_REVENUE,TOTAL_REVENUE,GRANTS_PAID,SALARIES_COMPENSATION_BENEFITS,TOTAL_EXPENSES,TOTAL_ASSETS_BOY,TOTAL_ASSETS_EOY,TOTAL_LIABILITIES_BOY,TOTAL_LIABILITIES_EOY,NET_ASSETS_BOY,NET_ASSETS_EOY,FILING_YEAR,OBJECT_ID,XML_FILENAME,ARCHIVE_FILENAME,XML_LOCAL_PATH,OPERATING_SURPLUS,ASSET_CHANGE,NET_ASSET_CHANGE,TAX_YEAR_ANALYSIS,PERIOD_DAYS,SHORT_PERIOD_FLAG,LONG_PERIOD_FLAG,COMPARABLE_FULL_YEAR,NEGATIVE_LIABILITIES_FLAG,NEGATIVE_NET_ASSETS_FLAG,ZERO_ASSETS_FLAG,PERIOD_LENGTH_DEVIATION,OPERATING_MARGIN,CONTRIBUTION_REVENUE_SHARE,PROGRAM_SERVICE_REVENUE_SHARE,LIABILITIES_TO_ASSETS,DATA_QUALITY_FLAG_COUNT
2022v5.0,2023-05-05T14:04:46-04:00,2022-01-01,2022-12-31,2022,833257403,Colemans Family Services,PO Box STE 1534,,Milton,WA,98354,Providing behavioral health clients with resources based on need such as mental health and educational resources to help clients acheive wellness and improved living conditions.,2019.0,,4,,139340,0,0,0,139340,0,122047,160629,129521.0,108232,,0,129521.0,108232,2023,202341259349301849,202341259349301849_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202341259349301849_public.xml,-21289,-21289.0,-21289.0,2022,365,False,False,True,False,False,False,0,-0.15278455576288216,1.0,0.0,0.0,0
2023v5.1,2024-08-12T14:50:08-04:00,2023-01-01,2023-12-31,2023,833257403,Colemans Family Services,PO Box STE 1534,,Milton,WA,98354,Providing behavioral health clients with resources based on need such as mental health and educational resources to help clients acheive wellness and improved living conditions.,2019.0,,3,,103302,0,0,0,103302,0,93931,147204,43902.0,0,,0,43902.0,0,2024,202412269349301691,202412269349301691_public.xml,2024_TEOS_XML_08A.zip,data/raw/form990_xml/2024/202412269349301691_public.xml,-43902,-43902.0,-43902.0,2023,365,False,False,True,False,False,True,0,-0.42498693152117095,1.0,0.0,,1
2021v4.2,2022-05-06T17:07:40-05:00,2021-01-01,2021-12-31,2021,833940028,Health Commons Project,4641 225th Ave SE,,Sammamish,WA,98075,Help local communities in Washington State design and implement testing and vaccination services to help fight the COVID-19 pandemic.,2020.0,www.healthcommonsproject.org,19,5.0,5496750,70746,0,0,5567496,845924,1781391,3584356,294423.0,2395814,77.0,121556,294346.0,2274258,2022,202231269349302493,202231269349302493_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202231269349302493_public.xml,1983140,2101391.0,1979912.0,2021,365,False,False,True,False,False,False,0,0.3561996272651116,0.9872930308346877,0.012706969165312377,0.05073682681543726,0
2022v5.0,2023-05-08T16:55:33-05:00,2022-01-01,2022-12-31,2022,833940028,Health Commons Project,4580 Klahanie Dr SE 424,,Sammamish,WA,98029,Health Commons Project mission is to close health equity gaps in underinvested communities.,2020.0,www.healthcommonsproject.org,22,5.0,7949980,0,0,0,7949980,1887623,2750926,5611693,2395814.0,4644067,121556.0,31522,2274258.0,4612545,2023,202321289349303377,202321289349303377_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202321289349303377_public.xml,2338287,2248253.0,2338287.0,2022,365,False,False,True,False,False,False,0,0.29412489088022864,1.0,0.0,0.006787585105899635,0
2023v5.0,2024-05-08T15:59:40-05:00,2023-01-01,2023-12-31,2023,833940028,Health Commons Project,4580 Klahanie Dr SE 424,,Sammamish,WA,98029,Health Commons Project mission is to close health equity gaps in underinvested communities.,2020.0,www.healthcommonsproject.org,21,0.0,6039144,0,46392,0,6085536,2729443,2487636,6133796,4644067.0,4824792,31522.0,260770,4612545.0,4564022,2024,202411299349303661,202411299349303661_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202411299349303661_public.xml,-48260,180725.0,-48523.0,2023,365,False,False,True,False,False,False,0,-0.007930279272031255,0.9923766780773295,0.0,0.054047925796593926,0
2021v4.2,2022-06-24T11:15:01-05:00,2021-01-01,2021-12-31,2021,844258998,RESIDENCE XII FOUNDATION,14950 NE 147TH PLACE,,WOODINVILLE,WA,98072,PROVIDE ASSISTANCE TO WOMEN AND THEIR FAMILIES TO PROMOTE SUCCESSFUL SUBSTANCE ABUSE RECOVERY.,2019.0,RESIDENCEXIIFOUNDATION.ORG,0,3.0,29953,0,89618,0,119571,160000,0,181519,3492054.0,3435345,0.0,0,3492054.0,3435345,2022,202211759349300906,202211759349300906_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202211759349300906_public.xml,-61948,-56709.0,-56709.0,2021,365,False,False,True,False,False,False,0,-0.5180854889563523,0.25050388472121166,0.0,0.0,0
2022v5.0,2023-05-01T18:04:11-05:00,2022-01-01,2022-12-31,2022,844258998,RESIDENCE XII FOUNDATION,14950 NE 14TH PL,,WOODINVILLE,WA,98072,TO PROVIDE ASSISTANCE TO WOMEN AND THEIR FAMILIES TO PROMOTE SUCCESSFUL SUBSTANCE ABUSE RECOVERY,2019.0,RESIDENCEXIIFOUNDATION.ORG,0,4.0,20416,0,69948,0,90364,152700,0,165861,3435345.0,3013421,0.0,0,3435345.0,3013421,2023,202321219349302952,202321219349302952_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202321219349302952_public.xml,-75497,-421924.0,-421924.0,2022,365,False,False,True,False,False,False,0,-0.8354765171971139,0.22593068035943517,0.0,0.0,0
2023v5.0,2024-04-29T17:45:13-05:00,2023-01-01,2023-12-31,2023,844258998,RESIDENCE XII FOUNDATION,14950 NE 147TH PL,,WOODINVILLE,WA,98072,TO PROVIDE ASSISTANCE TO WOMEN AND THEIR FAMILIES TO PROMOTE SUCCESSFUL SUBSTANCE ABUSE RECOVERY.,2019.0,RESIDENCEXIIFOUNDATION.ORG,0,5.0,13774,15324,85939,0,115037,160000,0,194542,3013421.0,3141165,0.0,0,3013421.0,3141165,2024,202401209349301340,202401209349301340_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202401209349301340_public.xml,-79505,127744.0,127744.0,2023,365,False,False,True,False,False,False,0,-0.6911254639811539,0.11973538948338361,0.13320931526378468,0.0,0
2021v4.2,2022-07-19T11:48:59-05:00,2021-01-01,2021-12-31,2021,851543325,TUBMAN CENTER FOR HEALTH & FREEDOM,PO BOX 18612,,SEATTLE,WA,98118,THE TUBMAN CENTER FOR HEALTH & FREEDOM ADDRESSES HEALTH AND WELLNESS FROM A MULTI-MODAL APPROACH.,2020.0,HTTP://WWW.TUBMANHEALTH.ORG,5,25.0,715675,9600,0,0,725275,0,148965,312940,11710.0,424045,0.0,0,11710.0,424045,2022,202212009349300526,202212009349300526_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202212009349300526_public.xml,412335,412335.0,412335.0,2021,365,False,False,True,False,False,False,0,0.5685222846506498,0.9867636413774086,0.013236358622591432,0.0,0
2022v5.0,2023-11-15T20:32:08-06:00,2022-01-01,2022-12-31,2022,851543325,TUBMAN CENTER FOR HEALTH & FREEDOM,PO BOX 18612,,SEATTLE,WA,98118,"THE TUBMAN CENTER FOR HEALTH & FREEDOM ADDRESSES HEALTH AND WELLNESS FROM BOTH SYSTEMIC AND CLINICAL APPROACHES. BY PRACTICING MEDICINE FROM THE INTERSECTION OF HEALTH AND FREEDOM, WE ADDRESS BOTH THE HEALTH OF OUR PATIENTS AS WELL AS THE FACTORS THAT DETERMINE THEIR HEALTH. TUBMAN HEALTH PROVIDES PRIMARY AND PREVENTATIVE CARE, COMMUNITY RESOURCES, SOCIAL SERVICES, POLITICAL EDUCATION AND ADVOCACY.",2020.0,WWW.TUBMANHEALTH.ORG,12,20.0,2839388,461303,67,0,3300758,32950,784957,1196617,424045.0,2528159,0.0,0,424045.0,2528159,2023,202313199349330521,202313199349330521_public.xml,2023_TEOS_XML_11A.zip,data/raw/form990_xml/2023/202313199349330521_public.xml,2104141,2104114.0,2104114.0,2022,365,False,False,True,False,False,False,0,0.6374720594481631,0.8602230154406958,0.1397566861914748,0.0,0
2023v5.0,2024-08-27T09:46:03-07:00,2023-01-01,2023-12-31,2023,851543325,TUBMAN CENTER FOR HEALTH & FREEDOM,PO BOX 18612,,SEATTLE,WA,98118,"THE TUBMAN CENTER FOR HEALTH & FREEDOM ADDRESSES HEALTH AND WELLNESS FROM BOTH SYSTEMIC AND CLINICAL APPROACHES. BY PRACTICING MEDICINE FROM THE INTERSECTION OF HEALTH AND FREEDOM, WE ADDRESS BOTH THE HEALTH OF OUR PATIENTS AS WELL AS THE FACTORS THAT DETERMINE THEIR HEALTH. TUBMAN HEALTH PROVIDES PRIMARY AND PREVENTATIVE CARE, COMMUNITY RESOURCES, SOCIAL SERVICES, POLITICAL EDUCATION AND ADVOCACY.",2020.0,WWW.TUBMANHEALTH.ORG,20,23.0,2270135,7043924,172,0,9314231,285,1220006,2056352,2528159.0,11290213,0.0,0,2528159.0,11290213,2024,202402499349300740,202402499349300740_public.xml,2024_TEOS_XML_09A.zip,data/raw/form990_xml/2024/202402499349300740_public.xml,7257879,8762054.0,8762054.0,2023,365,False,False,True,False,False,False,0,0.7792247153844477,0.24372758201938519,0.7562539516144704,0.0,0
2021v4.2,2022-06-01T11:28:58-05:00,2021-01-01,2021-12-31,2021,852861558,NEIGHBORCARE HEALTH FOUNDATION,1200 12TH AVENUE SOUTH 901,,SEATTLE,WA,98144,"TO SUPPORT AND BENEFIT, FINANCIALLY AND OPERATIONALLY, NEIGHBORCARE HEALTH.",2020.0,,0,9.0,414617,0,0,71476,486093,0,269517,292292,,271910,,78109,,193801,2022,202201529349300435,202201529349300435_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202201529349300435_public.xml,193801,,,2021,365,False,False,True,False,False,False,0,0.3986911969520236,0.8529581787847181,0.0,0.2872604906035085,0
2022v5.0,2023-05-15T10:11:01-05:00,2022-01-01,2022-12-31,2022,852861558,NEIGHBORCARE HEALTH FOUNDATION,1200 12TH AVENUE SOUTH 901,,SEATTLE,WA,98144,"TO SUPPORT AND BENEFIT, FINANCIALLY AND OPERATIONALLY, NEIGHBORCARE HEALTH.",2020.0,HTTPS://NEIGHBORCARE.ORG/SUPPORT-US/,0,12.0,129692,0,0,-49739,79953,0,199750,207693,271910.0,399228,78109.0,333167,193801.0,66061,2023,202331359349304783,202331359349304783_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202331359349304783_public.xml,-127740,127318.0,-127740.0,2022,365,False,False,True,False,False,False,0,-1.5976886420772203,1.6221029855039837,0.0,0.8345281393088662,0
2023v5.0,2024-05-14T16:14:36-05:00,2023-01-01,2023-12-31,2023,852861558,NEIGHBORCARE HEALTH FOUNDATION,1200 12TH AVENUE SOUTH 901,,SEATTLE,WA,98144,"TO SUPPORT AND BENEFIT, FINANCIALLY AND OPERATIONALLY, NEIGHBORCARE HEALTH.",2020.0,HTTPS://NEIGHBORCARE.ORG/SUPPORT-US/,0,14.0,744708,0,0,-58891,685817,270876,293371,607132,399228.0,246888,333167.0,102142,66061.0,144746,2024,202401359349310835,202401359349310835_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202401359349310835_public.xml,78685,-152340.0,78685.0,2023,365,False,False,True,False,False,False,0,0.11473177246991545,1.0858698457460225,0.0,0.4137179611807783,0
2020v4.1,2022-08-16T18:16:14-04:00,2020-06-01,2021-05-31,2020,861108537,FRIENDS OF FSH RESEARCH,217 19TH PLACE,,KIRKLAND,WA,98033,FRIENDS OF FSH RESEARCH A 501C3 ORGANIZATION IS WORKING TO IMPACT THE LIVES OF THOSE AFFECTED BY FSH MUSCULAR DYSTROPHY BY FINANCIALLY SUPPORTING FSHD RESEARCH,2004.0,WWW.FSHFRIENDS.ORG,0,20.0,528004,0,3342,-626,530720,804848,0,812345,903307.0,622351,,669,903307.0,621682,2022,202212289349301541,202212289349301541_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202212289349301541_public.xml,-281625,-280956.0,-281625.0,2021,365,False,False,True,False,False,False,0,-0.530647045523063,0.9948824238769973,0.0,0.0010749560939084214,0
2021v4.2,2022-10-05T18:06:46-04:00,2021-06-01,2022-05-31,2021,861108537,FRIENDS OF FSH RESEARCH,217 19TH PLACE,,KIRKLAND,WA,98033,FRIENDS OF FSH RESEARCH A 501C3 ORGANIZATION IS WORKING TO IMPACT THE LIVES OF THOSE AFFECTED BY FSH MUSCULAR DYSTROPHY BY FINANCIALLY SUPPORTING FSHD RESEARCH,2004.0,WWW.FSHFRIENDS.ORG,0,20.0,502254,0,1976,-23392,480838,408293,0,413857,622351.0,688663,669.0,0,621682.0,688663,2022,202232789349301728,202232789349301728_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202232789349301728_public.xml,66981,66312.0,66981.0,2022,365,False,False,True,False,False,False,0,0.13930055444869166,1.0445389091544346,0.0,0.0,0
2022v5.0,2023-09-06T19:53:39-04:00,2022-06-01,2023-05-31,2022,861108537,FRIENDS OF FSH RESEARCH,217 19TH PLACE,,KIRKLAND,WA,98033,FRIENDS OF FSH RESEARCH A 501C3 ORGANIZATION IS WORKING TO IMPACT THE LIVES OF THOSE AFFECTED BY FSH MUSCULAR DYSTROPHY BY FINANCIALLY SUPPORTING FSHD RESEARCH,2004.0,WWW.FSHFRIENDS.ORG,0,20.0,771033,0,14822,-40393,745462,771742,0,788757,688663.0,645445,,77,688663.0,645368,2023,202312499349301956,202312499349301956_public.xml,2023_TEOS_XML_09A.zip,data/raw/form990_xml/2023/202312499349301956_public.xml,-43295,-43218.0,-43295.0,2023,365,False,False,True,False,False,False,0,-0.05807807775580781,1.0343022179534302,0.0,0.00011929753890726553,0
2021v4.1,2022-07-19T10:12:09-07:00,2021-01-01,2021-12-31,2021,910575956,Easter Seals Washington,200 West Mercer Street,,Seattle,WA,98119,"Easterseals Washington is changing the way the world defines and views disabilities by making profound, positive differences in people's lives every day. We enrich education, enhance health, expand employment, and elevate our community.",1947.0,www.easterseals.com/washington,174,34.0,1693427,3584837,32905,1361,5312530,0,3812325,5043832,6029844.0,6760595,300332.0,696976,5729512.0,6063619,2022,202242009349301109,202242009349301109_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202242009349301109_public.xml,268698,730751.0,334107.0,2021,365,False,False,True,False,False,False,0,0.05057816144097069,0.318760929350046,0.674789036485441,0.10309388448797777,0
2022v5.0,2023-06-09T10:31:25-07:00,2022-01-01,2022-12-31,2022,910575956,Easter Seals Washington,200 West Mercer Street,,Seattle,WA,98119,"Easterseals Washington is changing the way the world defines and views disabilities by making profound, positive differences in people's lives every day. We enrich education, enhance health, expand employment, and elevate our community.",1947.0,www.easterseals.com/washington,193,34.0,1730857,4546779,52205,5838,6335679,0,4806426,6336486,6760595.0,6798166,696976.0,930648,6063619.0,5867518,2023,202311609349300896,202311609349300896_public.xml,2023_TEOS_XML_06A.zip,data/raw/form990_xml/2023/202311609349300896_public.xml,-807,37571.0,-196101.0,2022,365,False,False,True,False,False,False,0,-0.00012737387736973417,0.27319202882595534,0.7176466800164591,0.13689692190511382,0
2023v5.0,2024-05-13T09:27:14-07:00,2023-01-01,2023-12-31,2023,910575956,Easter Seals Washington,200 West Mercer Street,,Seattle,WA,98119,"Easterseals Washington is changing the way the world defines and views disabilities by making profound, positive differences in people's lives every day. We enrich education, enhance health, expand employment, and elevate our community.",1947.0,www.easterseals.com/washington,166,34.0,1759136,5029545,193819,547,6983047,0,4910955,6778678,6798166.0,7235377,930648.0,1015507,5867518.0,6219870,2024,202401349349304260,202401349349304260_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202401349349304260_public.xml,204369,437211.0,352352.0,2023,365,False,False,True,False,False,False,0,0.029266450590981274,0.2519152455940795,0.72025077305079,0.14035301823249846,0
2020v4.2,2022-05-16T23:02:59-05:00,2020-07-01,2021-06-30,2020,910593488,PROVAIL,12550 AURORA AVE N,,SEATTLE,WA,98133,PROVAIL'S MISSION IS TO SUPPORT PEOPLE WITH DISABILITIES TO FULFILL THEIR LIFE CHOICES.,1942.0,WWW.PROVAIL.ORG,514,50.0,20221486,725692,243,-26509,20920912,0,17411076,19371487,16262574.0,17228128,9353330.0,8844224,6909244.0,8383904,2022,202211379349301101,202211379349301101_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202211379349301101_public.xml,1549425,965554.0,1474660.0,2021,365,False,False,True,False,False,False,0,0.07406106387713882,0.9665680922514277,0.03468739794899955,0.5133595478278313,0
2021v4.2,2024-04-15T14:32:04-05:00,2021-07-01,2022-06-30,2021,910593488,PROVAIL,12550 AURORA AVE N,,SEATTLE,WA,98133,PROVAIL'S MISSION IS TO SUPPORT PEOPLE WITH DISABILITIES TO FULFILL THEIR LIFE CHOICES.,1942.0,WWW.PROVAIL.ORG,544,50.0,23120227,944081,167,-76302,23988173,0,18424796,22479721,17228128.0,17311640,8844224.0,7646538,8383904.0,9665102,2024,202401069349301645,202401069349301645_public.xml,2024_TEOS_XML_04A.zip,data/raw/form990_xml/2024/202401069349301645_public.xml,1508452,83512.0,1281198.0,2022,365,False,False,True,False,False,False,0,0.06288315496140535,0.9638177530235421,0.03935610269277281,0.4416992266475042,0
2022v5.0,2024-05-15T11:44:46-05:00,2022-07-01,2023-06-30,2022,910593488,PROVAIL,12550 AURORA AVE N,,SEATTLE,WA,98133,PROVAIL'S MISSION IS TO SUPPORT PEOPLE WITH DISABILITIES TO FULFILL THEIR LIFE CHOICES.,1942.0,WWW.PROVAIL.ORG,558,50.0,24666148,885428,76357,-213181,25414752,0,22106272,26176015,17311640.0,18277332,7646538.0,9342090,9665102.0,8935242,2024,202421369349307532,202421369349307532_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202421369349307532_public.xml,-761263,965692.0,-729860.0,2023,365,False,False,True,False,False,False,0,-0.029953587585666783,0.9705445089529104,0.0348391359475001,0.5111298519937155,0
2020v4.2,2022-05-10T18:25:42-05:00,2020-07-01,2021-06-30,2020,910652651,OVERLAKE HOSPITAL MEDICAL CENTER,1035 116TH AVENUE NE,,BELLEVUE,WA,98004,"THE PURPOSE IS TO OPERATE A HOSPITAL FOR THE CARE OF PERSONS, TO PARTICIPATE IN EDUCATION, RESEARCH AND OTHER ACTIVITIES DESIGNED TO PROMOTE GENERAL HEALTH OF THE COMMUNITY. THE HOSPITAL'S MISSION IS TO PROVIDE COMPASSIONATE CARE FOR EVERY LIFE WE TOUCH.",1953.0,WWW.OVERLAKEHOSPITAL.ORG,3744,70.0,22279637,590464551,31935333,3826174,648505695,2432603,346379941,623344871,1038955191.0,1137955919,472809344.0,486725975,566145847.0,651229944,2022,202211309349305211,202211309349305211_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202211309349305211_public.xml,25160824,99000728.0,85084097.0,2021,365,False,False,True,False,False,False,0,0.03879815427064214,0.034355345175496106,0.9105001784140077,0.42771953365972165,0
2021v4.2,2023-05-12T14:53:49-05:00,2021-07-01,2022-06-30,2021,910652651,OVERLAKE HOSPITAL MEDICAL CENTER,1035 116TH AVENUE NE,,BELLEVUE,WA,98004,"THE PURPOSE IS TO OPERATE A HOSPITAL FOR THE CARE OF PERSONS, TO PARTICIPATE IN EDUCATION, RESEARCH AND OTHER ACTIVITIES DESIGNED TO PROMOTE GENERAL HEALTH OF THE COMMUNITY. THE HOSPITAL'S MISSION IS TO PROVIDE COMPASSIONATE CARE FOR EVERY LIFE WE TOUCH.",1953.0,WWW.OVERLAKEHOSPITAL.ORG,3367,136.0,18628819,626810817,52665991,4685455,702791082,2803542,385579117,714031598,1137955919.0,1021060160,486725975.0,503607176,651229944.0,517452984,2023,202341329349307629,202341329349307629_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202341329349307629_public.xml,-11240516,-116895759.0,-133776960.0,2022,365,False,False,True,False,False,False,0,-0.015994107335585116,0.02650690863490496,0.8918878355943624,0.4932198862797663,0
2022v5.0,2024-05-10T13:32:31-05:00,2022-07-01,2023-06-30,2022,910652651,OVERLAKE HOSPITAL MEDICAL CENTER,1035 116TH AVENUE NE,,BELLEVUE,WA,98004,"THE PURPOSE IS TO OPERATE A HOSPITAL FOR THE CARE OF PERSONS, TO PARTICIPATE IN EDUCATION, RESEARCH AND OTHER ACTIVITIES DESIGNED TO PROMOTE GENERAL HEALTH OF THE COMMUNITY. THE HOSPITAL'S MISSION IS TO PROVIDE COMPASSIONATE CARE FOR EVERY LIFE WE TOUCH.",1953.0,WWW.OVERLAKEHOSPITAL.ORG,4158,184.0,27105587,687379971,4353257,3304787,722143602,2678500,427993754,767321087,1021060160.0,933613010,503607176.0,443686169,517452984.0,489926841,2024,202401319349303615,202401319349303615_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202401319349303615_public.xml,-45177485,-87447150.0,-27526143.0,2023,365,False,False,True,False,False,False,0,-0.06256025100115753,0.0375348987721143,0.9518605012857263,0.4752356321598389,0
2020v4.0,2022-09-29T17:15:34-05:00,2020-10-01,2021-09-30,2020,910667886,Pacific Northwest Research Institute,720 Broadway,,Seattle,WA,98122,A BIOMEDICAL RESEARCH INSTITUTE AIMED AT UNDERSTANDING HOW HEALTH IS MAINTAINED IN THE FACE OF GENETIC AND ENVRIONMENTAL RISKS,1956.0,www.pnri.org,0,,6597150,1425,0,328463,6927038,71373,6538248,9834724,28507376.0,26418293,815598.0,562438,27691778.0,25855855,2022,202242729349301334,202242729349301334_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202242729349301334_public.xml,-2907686,-2089083.0,-1835923.0,2021,365,False,False,True,False,False,False,0,-0.4197589214899644,0.9523767590130153,0.0002057156319916247,0.02128971769674899,0
2021v4.2,2024-10-18T13:45:56-05:00,2021-10-01,2022-09-30,2021,910667886,PACIFIC NORTHWEST RESEARCH INSTITUTE,720 BROADWAY,,SEATTLE,WA,98122,"AN INDEPENDENT, BIOMEDICAL RESEARCH INSTITUTE AIMED AT UNDERSTANDING HOW HEALTH IS MAINTAINED IN THE FACE OF GENETIC AND ENVIRONMENTAL RISKS ASSOCIATED WITH DISEASE DEVELOPMENT.",1956.0,WWW.PNRI.ORG,98,10.0,6134304,925,5108,390577,6530914,51267,6874054,10435104,26418292.0,21360540,562438.0,674993,25855854.0,20685547,2024,202442929349301604,202442929349301604_public.xml,2024_TEOS_XML_10A.zip,data/raw/form990_xml/2024/202442929349301604_public.xml,-3904190,-5057752.0,-5170307.0,2022,365,False,False,True,False,False,False,0,-0.5978014715857536,0.9392718997677814,0.00014163408062026233,0.031599997003821066,0
2022v5.0,2024-10-18T13:45:02-05:00,2022-10-01,2023-09-30,2022,910667886,PACIFIC NORTHWEST RESEARCH INSTITUTE,720 BROADWAY,,SEATTLE,WA,98122,"AN INDEPENDENT, BIOMEDICAL RESEARCH INSTITUTE AIMED AT UNDERSTANDING HOW HEALTH IS MAINTAINED IN THE FACE OF GENETIC AND ENVIRONMENTAL RISKS ASSOCIATED WITH DISEASE DEVELOPMENT.",1956.0,WWW.PNRI.ORG,106,11.0,5162453,6816,42751,406735,5618755,33741,7480230,11495518,21360540.0,16806789,674993.0,1031801,20685547.0,15774988,2024,202432929349301238,202432929349301238_public.xml,2024_TEOS_XML_10A.zip,data/raw/form990_xml/2024/202432929349301238_public.xml,-5876763,-4553751.0,-4910559.0,2023,365,False,False,True,False,False,False,0,-1.045919069260005,0.9187894827234859,0.0012130801218419383,0.06139191727819038,0
2020v4.0,2022-05-09T17:27:58-07:00,2020-07-01,2021-06-30,2020,910681207,Hearing Speech and Deafness Center,1625 - 19th Ave,,Seattle,WA,98122,"HSDC is a Western Washington service hub for clients who are deaf, hard of hearing, or who face communication barriers. We envision an inclusive, accessible world, where everyone is understood and respected.",1937.0,www.hsdc.org,61,13.0,1630495,2569141,6660,137310,4343606,0,2056305,4324190,6157354.0,6308269,2450107.0,2581606,3707247.0,3726663,2022,202231299349302793,202231299349302793_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202231299349302793_public.xml,19416,150915.0,19416.0,2021,365,False,False,True,False,False,False,0,0.004470018689540441,0.37537819958808416,0.591476528948528,0.4092415843395391,0
2021v4.2,2023-05-25T12:53:53-05:00,2021-07-01,2022-06-30,2021,910681207,HEARING SPEECH AND DEAFNESS CENTER,1625 - 19TH AVE,,SEATTLE,WA,98122,"HSDC IS A WESTERN WASHINGTON SERVICE HUB FOR CLIENTS WHO ARE DEAF, HARD OF HEARING, OR WHO FACE COMMUNICATION BARRIERS. WE ENVISION AN INCLUSIVE, ACCESSIBLE WORLD, WHERE EVERYONE IS UNDERSTOOD AND RESPECTED.",1937.0,WWW.HSDC.ORG,61,13.0,1832583,3271640,2468,87940,5194631,0,2848821,5494162,6308269.0,5405709,2581606.0,1978577,3726663.0,3427132,2023,202301459349300625,202301459349300625_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202301459349300625_public.xml,-299531,-902560.0,-299531.0,2022,365,False,False,True,False,False,False,0,-0.05766165103931348,0.3527840572313991,0.6298118191648261,0.3660161877008178,0
2022v5.0,2024-05-15T17:38:14-07:00,2022-07-01,2023-06-30,2022,910681207,HEARING SPEECH AND DEAFNESS CENTER,1625 19TH AVENUE,,SEATTLE,WA,98122,"HSDC IS A WESTERN WASHINGTON SERVICE HUB FOR CLIENTS WHO ARE DEAF, HARD OF HEARING, OR WHO FACE COMMUNICATION BARRIERS. WE ENVISION AN INCLUSIVE, ACCESSIBLE WORLD, WHERE EVERYONE IS UNDERSTOOD AND RESPECTED.",1937.0,WWW.HSDC.ORG,63,,2375449,2782196,6674,112358,5276677,0,2919578,5265630,5405709.0,5318281,1978577.0,1898383,3427132.0,3419898,2024,202401369349318710,202401369349318710_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202401369349318710_public.xml,11047,-87428.0,-7234.0,2023,365,False,False,True,False,False,False,0,0.0020935524384001524,0.45017896680050723,0.527262896705635,0.3569542489387078,0
